nombre,partido,PARTIDO_PARA_FILTRO,GENERO,CARGO_PARA_FILTRO,CARGO,INSTITUCION,CCAA,SUELDOBASE_SUELDO,COMPLEMENTOS_SUELDO,PAGASEXTRA_SUELDO,OTRASDIETASEINDEMNIZACIONES_SUELDO,TRIENIOS_SUELDO,RETRIBUCIONMENSUAL,salarioAnual,OBSERVACIONES
Ramón Gallego Martínez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Puente de Génave,Andalucía,31853.56,,,0,,2275.25,31853.56,Dedicación Exclusiva
Jesús Cózar Pérez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Puerta de Segura,Andalucía,35084.84,,,0,,2506.06,35084.84,Dedicación Exclusiva
Manuel Vallejo Laso,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Quesada,Andalucía,42735.32,,,0,,3052.52,42735.32,Dedicación Exclusiva
Águeda Sánchez López,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Rus,Andalucía,29040,,,0,,2074.29,29040,Dedicación Exclusiva
Luis Miguel López Barrero,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sabiote,Andalucía,39900,,,0,,2850,39900,Dedicación Exclusiva
Juan Caminero Bernal,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Elena,Andalucía,29999.76,,,0,,2142.84,29999.76,Dedicación Parcial
Rocío Zamora Viana,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Santiago de Calatrava,Andalucía,29999.84,,,0,,2142.85,29999.84,Dedicación Parcial
Pascual González Morcillo,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Santiago-Pontones,Andalucía,29400,,,0,,2100,29400,Dedicación Exclusiva
Juan Diego Requena Ruiz,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Santisteban del Puerto,Andalucía,39998,,,0,,2857,39998,Dedicación Exclusiva
Francisco Jiménez Nogueras,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Santo Tomé,Andalucía,31600,,,0,,2257.14,31600,Dedicación Exclusiva
María Esperanza Chinchilla Vizcaíno,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Segura de la Sierra,Andalucía,26799,,,0,,1914.21,26799,Dedicación Exclusiva
Francisco Javier Bermúdez Carrillo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Siles,Andalucía,35792.4,,,0,,2556.6,35792.4,Dedicación Exclusiva
José Manuel Leal Gómez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Sorihuela del Guadalimar,Andalucía,22516.77,,,0,,1608.34,22516.77,Dedicación Exclusiva
Juan María Ruiz Palacios,Partido Andalucista,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Torreblascopedro,Andalucía,31361.82,,,0,,2240.13,31361.82,Dedicación Exclusiva
Francisca Medina Teva,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Torredelcampo,Andalucía,39819.27,,,0,,2844.23,39819.27,Dedicación Exclusiva
Manuel Anguita Quesada,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Torredonjimeno,Andalucía,18113.98,,,0,,1293.86,18113.98,Dedicación Parcial
José Ruiz Villar,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Torreperogil,Andalucía,37089.36,,,0,,2649.24,37089.36,Dedicación Exclusiva
Diego Montesinos Moya,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Torres,Andalucía,24630,,,0,,1759.29,24630,Dedicación Exclusiva
Nicolás Grimaldos García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Torres de Albánchez,Andalucía,23986,,,0,,1713.29,23986,Dedicación Exclusiva
Antonia Olivares Martínez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de ÚBEDA,Andalucía,42665.98,,,0,,3047.57,42665.98,Dedicación Exclusiva
Laura Nieto Jaenes,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Valdepeñas de Jaén,Andalucía,26470,,,0,,1890.71,26470,Dedicación Exclusiva
Bartolomé Guijo Torrico,IULV-CA,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Vilches,Andalucía,38000,,,0,,2714.29,38000,Dedicación Exclusiva
Francisco Miralles Jiménez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Villacarrillo,Andalucía,32133.22,,,0,,2295.23,32133.22,Dedicación Exclusiva
Blas Alves Moriano,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Villanueva de la Reina,Andalucía,32900,,,0,,2350,32900,Dedicación Exclusiva
María Isabel Nogueras Sánchez,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Villanueva del Arzobispo,Andalucía,32845.78,,,575.27,,2387.22,33421.05,Dedicación Parcial
Francisco José Palacios Ruiz,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Los Villares,Andalucía,31880.06,,,0,,2277.15,31880.06,Dedicación Exclusiva
Victor Manuel Merino García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Algadefe,Castilla y León,0,,,1400,,100,1400,Sin dedicación
Javier Santiago Vélez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Almanza,Castilla y León,0,,,320,,22.86,320,Sin dedicación
Carlos María Zotes Fierro,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de La Antigua,Castilla y León,1800,,,0,,128.57,1800,Dedicación Parcial
Jesús Alonso Castillo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Ardón,Castilla y León,0,,,720,,51.43,720,Sin dedicación
Luis Manuel González Arias,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Arganza,Castilla y León,16648.13,,,0,,1189.15,16648.13,Dedicación Parcial
Arsenio García Fuertes,N.ADS.,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Astorga,Castilla y León,27300,,,0,,1950,27300,Dedicación Parcial
José Miguel Palazuelo Martín,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Bañeza,Castilla y León,37800,,,0,,2700,37800,Dedicación Parcial
Alfredo de Arriba López,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Barjas,Castilla y León,0,,,9000,,642.86,9000,Sin dedicación
Jesús Darío Suárez González,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Los Barrios de Luna,Castilla y León,0,,,2391.29,,170.81,2391.29,Sin dedicación
José Manuel Otero Merayo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Bembibre,Castilla y León,28583.44,,,0,,2041.67,28583.44,Dedicación Parcial
Ana Rosa Sopeña Ballina,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Benavides,Castilla y León,25999.96,,,0,,1857.14,25999.96,Dedicación Exclusiva
Agapito Encina López,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Benuza,Castilla y León,0,,,4173.65,,298.12,4173.65,Sin dedicación
María Milagros Beneitez Barragán,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Bercianos del Páramo,Castilla y León,8400,,,0,,600,8400,Dedicación Parcial
Víctor Fidel Rueda García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Bercianos del Real Camino,Castilla y León,0,,,420,,30,420,Sin dedicación
César Álvarez Rodríguez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Berlanga del Bierzo,Castilla y León,0,,,1980,,141.43,1980,Sin dedicación
Roberto Manuel Álvarez González,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Boñar,Castilla y León,0,,,1705,,121.79,1705,Sin dedicación
Eduardo Prada Blanco,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Borrenes,Castilla y León,0,,,9450,,675,9450,Sin dedicación
Manuel Ferández Pereira,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Brazuelo,Castilla y León,0,,,500,,35.71,500,Sin dedicación
Geraismo Vallejo Herreros,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento deEl Burgo Ranero,Castilla y León,0,,,3697.08,,264.08,3697.08,Sin dedicación
Porfirio Díez Casado,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Burón,Castilla y León,0,,,2487.4,,177.67,2487.4,Sin dedicación
Faustino Sutil Honrado,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Bustillo del Páramo,Castilla y León,0,,,24810,,1772.14,24810,Sin dedicación
Matías Llorente Liebana,UPL,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Cabreros del Río,Castilla y León,0,,,200,,14.29,200,Sin dedicación
Lina Freire Suarez,UPL,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Cabrillanes,Castilla y León,0,,,1050,,75,1050,Sin dedicación
Sergio Álvarez de Arriba,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cacabelos,Castilla y León,23100,,,0,,1650,23100,Dedicación Exclusiva
Pablo Carbajal Carbajal,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Calzada del Coto,Castilla y León,0,,,400,,28.57,400,Sin dedicación
Manuel Ramos Fernández,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Campo de Villavidel,Castilla y León,1685.82,,,0,,120.42,1685.82,Dedicación Parcial
Eduardo Morán Pacios,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Camponaraya,Castilla y León,0,,,16585,,1184.64,16585,Sin dedicación
Raúl Valcarce Díez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Carracedelo,Castilla y León,0,,,9875,,705.36,9875,Sin dedicación
Julio Seoanez Chana,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Carrizo,Castilla y León,23996,,,0,,1714,23996,Dedicación Exclusiva
Teresa Gutierrez Álvarez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Carrocera,Castilla y León,0,,,640,,45.71,640,Sin dedicación
Alfonso Fernánez Pacios,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Carucedo,Castilla y León,0,,,11028,,787.71,11028,Sin dedicación
Catalina Camino Martínez Pérez,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Castilfalé,Castilla y León,0,,,1250,,89.29,1250,Sin dedicación
Elvira Araceli Florez López,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Castrillo de la Valduerna,Castilla y León,0,,,660,,47.14,660,Sin dedicación
Luis Antonio Cenador Pérez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Castrocalbón,Castilla y León,0,,,7800,,557.14,7800,Sin dedicación
Agustín Paniagua Bajo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Castrotierra de Valmadrigal,Castilla y León,0,,,360,,25.71,360,Sin dedicación
Mariano Merino Bueno,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cea,Castilla y León,0,,,1407.9,,100.56,1407.9,Sin dedicación
Manuel Jesús Rodríguez Ortega,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cebanico,Castilla y León,0,,,300,,21.43,300,Sin dedicación
Pedro Gallego Prieto,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cebrones del Río,Castilla y León,0,,,336.55,,24.04,336.55,Sin dedicación
Ángel Santos Celada Fierro,UPL,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Chozas de Abajo,Castilla y León,11200,,,0,,800,11200,Dedicación Parcial
Dionisio Zamora Ramos,UPL,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Cimanes de la Vega,Castilla y León,3000,,,570,,255,3570,Dedicación Parcial
Andrés García González,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cimanes del Tejar,Castilla y León,0,,,3633.84,,259.56,3633.84,Sin dedicación
Rafael Insunza Barrio,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Congosto,Castilla y León,0,,,6290,,449.29,6290,Sin dedicación
Laura Cachán Alonso,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Corbillos de los Oteros,Castilla y León,0,,,1200,,85.71,1200,Sin dedicación
Luis Alberto Arias González,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Corullón,Castilla y León,20896.82,,,0,,1492.63,20896.82,Dedicación Parcial
Ángel Miguel Alonso Tornero,UPL,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Crémenes,Castilla y León,0,,,915,,65.36,915,Sin dedicación
Martín Marcos Martínez Barrazón,AIC,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Cuadros,Castilla y León,30602,,,0,,2185.86,30602,Dedicación Parcial
Gerardo García Nava,UPL,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Cubillas de los Oteros,Castilla y León,3894.22,,,0,,278.16,3894.22,Dedicación Parcial
Agustina Álvarez Llamazares,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Cubillas de Rueda,Castilla y León,0,,,2437.72,,174.12,2437.72,Sin dedicación
Antonio Cuellas García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cubillos del Sil,Castilla y León,18237.38,,,0,,1302.67,18237.38,Dedicación Parcial
Abelardo Felgueroso Santamarina,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Destriana,Castilla y León,0,,,1820,,130,1820,Sin dedicación
José Manuel Moro Carrera,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Encinedo,Castilla y León,0,,,1040,,74.29,1040,Sin dedicación
Ignacio Robles García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Ercina,Castilla y León,0,,,1020,,72.86,1020,Sin dedicación
María Paz Martínez Ramón,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Fabero,Castilla y León,0,,,8683.58,,620.26,8683.58,Sin dedicación
Tomás Vega Moralejo,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Folgoso de la Ribera,Castilla y León,0,,,960,,68.57,960,Sin dedicación
Antonio Lozano Andrés,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Fresno de la Vega,Castilla y León,6302.5,,,0,,450.18,6302.5,Dedicación Parcial
Ana María Ortega Vaquero,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Fuentes de Carbajal,Castilla y León,0,,,350,,25,350,Sin dedicación
María del Carmen González Guinda,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Garrafe de Torío,Castilla y León,0,,,1680,,120,1680,Sin dedicación
David Alaez Pons,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Gordaliza del Pino,Castilla y León,0,,,462.77,,33.06,462.77,Sin dedicación
Urbano Seco Vallinas,AGRUPACION DE ELECTORES CANDIDATURA COMPROMISO,,,,,,,,,,,,,,
,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Gordoncillo,Castilla y León,0,,,240,,17.14,240,Sin dedicación,
Amador Aller Coque,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Gradefes,Castilla y León,0,,,2480,,177.14,2480,Sin dedicación
Juan Carlos Melón Melón,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Gusendos de los Oteros,Castilla y León,0,,,650,,46.43,650,Sin dedicación
Enrique Bustos Marcos,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Hospital de Órbigo,Castilla y León,0,,,4370,,312.14,4370,Sin dedicación
Antonio Alider Presa Iglesias,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Igüeña,Castilla y León,0,,,4619.37,,329.96,4619.37,Sin dedicación
Enrique Santervas Paniagua,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Izagre,Castilla y León,0,,,1520,,108.57,1520,Sin dedicación
Santiago García Mencía,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Joarilla de las Matas,Castilla y León,0,,,600,,42.86,600,Sin dedicación
Eloy Bailez Lobato,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Laguna Dalga,Castilla y León,0,,,4950,,353.57,4950,Sin dedicación
Ángel Valencia López,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Laguna de Negrillos,Castilla y León,0,,,1400,,100,1400,Sin dedicación
Antonio Silván Rodríguez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de LEÓN,Castilla y León,59318.5,,,0,,4237.04,59318.5,Dedicación Exclusiva
Benito Sevilla Díez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Llamas de la Ribera,Castilla y León,10515.54,,,0,,751.11,10515.54,Dedicación Parcial
Pedro de Cabo Martínez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Lucillo,Castilla y León,21145.5,,,0,,1510.39,21145.5,Dedicación Parcial
Amador Ares Dios,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Luyego,Castilla y León,0,,,180.3,,12.88,180.3,Sin dedicación
María de la O Maroto Gutiérrez,U.P.L.,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Magaz de Cepeda,Castilla y León,0,,,2948,,210.57,2948,Sin dedicación
José Luis Méndez García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Maraña,Castilla y León,0,,,360,,25.71,360,Sin dedicación
Miguel Ángel Lozano González,U.P.L.,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Matadeón de los Oteros,Castilla y León,0,,,461.53,,32.97,461.53,Sin dedicación
Marcelo Alonso Pérez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Matanza,Castilla y León,0,,,1102,,78.71,1102,Sin dedicación
Alfonso Arias Alboa,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Molinaseca,Castilla y León,0,,,9616.27,,686.88,9616.27,Sin dedicación
Mª del Carmen Mallo Álvarez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Murias de Paredes,Castilla y León,0,,,450,,32.14,450,Sin dedicación
Jorge Nogaledo García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Noceda del Bierzo,Castilla y León,0,,,4327.2,,309.09,4327.2,Sin dedicación
Maximina Domínguez Guerra,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Palacios de la Valduerna,Castilla y León,0,,,1200,,85.71,1200,Sin dedicación
Roberto Fernández García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Palacios del Sil,Castilla y León,0,,,630,,45,630,Sin dedicación
Ángel Calvo Fernández,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Páramo del Sil,Castilla y León,0,,,900,,64.29,900,Sin dedicación
José Ángel Tranche Cadenas,AGRUPACION INDEPENDIENTE,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Pobladura de Pelayo García,Castilla y León,0,,,140,,10,140,Sin dedicación
María Gloria Fernández Merayo,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de PONFERRADA,Castilla y León,59380.44,,,0,,4241.46,59380.44,Dedicación Parcial
Emilio García Molero,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Pozuelo del Páramo,Castilla y León,0,,,1933.92,,138.14,1933.92,Sin dedicación
Casiano Alejandro Álvarez García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Prado de la Guzpeña,Castilla y León,0,,,180,,12.86,180,Sin dedicación
Pedro Vicente Sánchez García,N.ADS.,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Puebla de Lillo,Castilla y León,0,,,18304.6,,1307.47,18304.6,Sin dedicación
Julio Arias Escuredo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Puente de Domingo Flórez,Castilla y León,19999.98,,,0,,1428.57,19999.98,Dedicación Parcial
Emilio Francisco Cabeza Martínez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Quintana del Castillo,Castilla y León,0,,,1875,,133.93,1875,Sin dedicación
Fernando Moreno Cob,C.R.A.,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Riaño,Castilla y León,0,,,700,,50,700,Sin dedicación
Manuel Ángel Martínez del Río,UPL,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Riego de la Vega,Castilla y León,0,,,2800,,200,2800,Sin dedicación
María Trinidad García Arias,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Rioseco de Tapia,Castilla y León,0,,,1200,,85.71,1200,Sin dedicación
Santiago Dorado Cañón,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Robla,Castilla y León,0,,,3600,,257.14,3600,Sin dedicación
Cristina de la Fuente Prieto,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Roperuelos del Páramo,Castilla y León,2452.1,,,0,,175.15,2452.1,Dedicación Parcial
Francisco Javier García Álvarez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Sabero,Castilla y León,0,,,1310,,93.57,1310,Sin dedicación
Lisandro García de la Viuda,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sahagún,Castilla y León,0,,,660,,47.14,660,Sin dedicación
José Rodríguez Blanco,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Adrián del Valle,Castilla y León,0,,,1000,,71.43,1000,Sin dedicación
María del Camino Cabañas Rodríguez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de San Andrés del Rabanedo,Castilla y León,49000,,,0,,3500,49000,Dedicación Exclusiva
Francisco Manuel Ramos Villares,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Cristóbal de la Polantera,Castilla y León,4285.68,,,1,,306.19,4286.68,Dedicación Parcial
María Consuelo Prieto Carracedo,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de San Esteban de Nogales,Castilla y León,6300,,,0,,450,6300,Dedicación Parcial
Juan Carlos Rodríguez Rubio,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Justo de la Vega,Castilla y León,15600,,,0,,1114.29,15600,Dedicación Parcial
José Alberto García Rodríguez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Millán de los Caballeros,Castilla y León,0,,,4200,,300,4200,Sin dedicación
José Antonio Rodríguez Fernández,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Pedro Bercianos,Castilla y León,0,,,1965.16,,140.37,1965.16,Sin dedicación
Marcos Álvarez González,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sancedo,Castilla y León,0,,,1038,,74.14,1038,Sin dedicación
Avelina Martínez Suárez,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Santa Colomba de Curueño,Castilla y León,0,,,1200,,85.71,1200,Sin dedicación
José Miguel Nieto García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Colomba de Somoza,Castilla y León,0,,,8373,,598.07,8373,Sin dedicación
Ceferino Revilla González,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Cristina de Valmadrigal,Castilla y León,0,,,2118,,151.29,2118,Sin dedicación
Jorge Fernández González,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Elena de Jamuz,Castilla y León,18000,,,0,,1285.71,18000,Dedicación Parcial
Camilo Domínguez Trigas,U.P.L.,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa María de la Isla,Castilla y León,0,,,3592.1,,256.58,3592.1,Sin dedicación
Benjamín Sahelices González,U.P.L.,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa María del Monte de Cea,Castilla y León,0,,,832.86,,59.49,832.86,Sin dedicación
Alicia Gallego González,U.P.L.,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Santa María del Páramo,Castilla y León,23596.86,,,0,,1685.49,23596.86,Dedicación Parcial
Francisco Javier Álvarez Álvarez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Marina del Rey,Castilla y León,12625,,,0,,901.79,12625,Dedicación Parcial
María Aránzazu Lozano Morala,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Santas Martas,Castilla y León,7000,,,0,,500,7000,Dedicación Parcial
Gumersindo Castro Otero,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Santiago Millas,Castilla y León,0,,,350,,25,350,Sin dedicación
